"MLS Number ","Close Price","Baths Full","Baths Half","Beds Total","Lot Size SqFt","Pool","Yr Built","Zip Code","Listing Contract Date","SqFt Total","DOM","Number Of Stories","Lot Size","Selling Agent Full Name","List Agent Full Name","1st Financing","Selling Office Name","List Office Name","Street Name","Street Number","Street Type"
"13060263","1725","2","0","3","6098.4","False","1995","75035","2014-12-01","1903","110","1","","Cindy Roeschen","Cindy Roeschen","","WAYPOINT HOMES","WAYPOINT HOMES","King Arthur","7901","Road"
"13079157","1725","2","1","3","","False","2014","75071","2015-01-14","1556","31","2","","Janie Nieto","Thomas Ricci","","Keller Williams N. Collin Co.","Berkshire HathawayHS PenFed TX","Copperhead","9924","Lane"
"13085294","1725","2","0","3","6969.6","False","1996","75035","2015-01-22","1860","5","1","Less Than .5 Acre (not Zero)","Tom J. May","Marjorie D Wagner","","RE/MAX DFW Associates","Premier Realty Service #355","Rocky Point","11708","Drive"
"13129381","1725","2","0","4","7840.8","False","1995","75035","2015-04-13","2070","15","1","","Barbara Barnett","Robert Brown","","Ebby Halliday, REALTORS Plano","Bob Brown Realty LLC","Merlot","10808","Court"
"13160484","1725","2","0","3","5662.8","False","2005","75070","2015-05-29","1924","21","1","Less Than .5 Acre (not Zero)","Melissa Rose","Alfred Esparza Jr","","Halo Group Realty, LLC","RE/MAX DFW Associates","Old Field","9729","Drive"
"13162194","1725","2","0","3","7405.2","False","1995","75035","2015-06-01","1786","3","1","","Chimere Annette Crump","Christopher Wayne Slovacek","","Keller Williams Realty DPR","RE/MAX Dallas Suburbs","Preston Vineyard","10900","Drive"
"13167101","1725","2","0","3","4356","False","2004","75035","2015-06-05","1713","16","1","Less Than .5 Acre (not Zero)","Joe Iley","Joe Iley","","Mission Real Estate Group","Mission Real Estate Group","Glasshouse","7617","Walk"
"13174464","1725","2","0","3","8276.4","False","1997","75035","2015-06-17","1986","15","1","Less Than .5 Acre (not Zero)","Nick Lianos","Nick Lianos","","ONEprop","ONEprop","Raft","8004","Street"
"13207666","1725","3","0","4","5227.2","False","2004","75070","2015-07-30","2348","10","2","","Delores Smith","Evelyn Wang","","Fathom Realty","American Propertunity LLC","Lonesome Spur","7812","Trail"
"13219863","1725","2","1","3","","False","2001","75035","2015-08-17","2004","13","2","","Engla Kolb","Rolf Schneider","","United Real Estate","DallasRelo, Inc.","Still Hollow","11330","Drive"
"13253961","1725","2","1","4","5227.2","False","2008","75070","2015-10-05","2418","26","2","","Lisa Shields","Lisa Shields","","WILLIAM DAVIS REALTY","WILLIAM DAVIS REALTY","Double Diamond","7617","Trail"
"13268369","1725","2","0","4","6969.6","False","2006","75070","2015-11-02","1962","28","1","","Austin Holtzman","Lee Holtzman","","RE/MAX Advantage","RE/MAX Advantage","Robbin","1005","Circle"
"13163930","1745","2","1","4","","False","2006","75070","2015-06-08","2474","23","2","","Newton Forest Freeland","Suzette E. Shushok","","Virginia Cook, REALTORS","The Experts REALTORS","Malone","2201",""
"13215137","1745","2","0","3","5662.8","False","2004","75035","2015-08-09","1883","7","1","","Pughazhendi Narendran","Pughazhendi Narendran","","Beam Real Estate, LLC","Beam Real Estate, LLC","Vassar","13000","Drive"
"13015594","1750","2","1","4","","False","1998","75035","2014-09-08","2459","129","2","","Tracy Carruth","Kristina M. Raines","","Joe Cloud & Associates","American Homes 4 Rent, LLC","Rosedown","12206","Lane"
"13046211","1750","3","0","4","7405.2","False","2004","75070","2014-11-01","2689","48","2","","Tammy Holly","Amit Sachdev","","Ambiance Realty","Sunshine Realtors LLC","Reston","2408","Drive"
"13060259","1750","2","0","3","7405.2","False","1998","75035","2014-12-04","1912","35","1","Less Than .5 Acre (not Zero)","Amy Herzog","Alice Ma","","CENTURY 21 Judge Fite Co.","Coldwell Banker Res Plano","Trailridge","4303","Drive"
"13060421","1750","2","0","3","6969.6","False","2004","75070","2014-12-01","2262","16","1","Less Than .5 Acre (not Zero)","Charlie C. Crane","Robert Han","","RE/MAX Dallas Suburbs","DFW Home","Water Tree","9724","Drive"
"13060888","1750","2","1","4","0","False","2004","75070","2014-12-02","2316","59","2","Less Than .5 Acre (not Zero)","Rhonda Hathaway","Rhonda Hathaway","","ONEprop","ONEprop","HEDGE BELL","9701","Drive"
"13060978","1750","2","0","4","5662.8","False","2000","75035","2014-12-02","2070","36","1","","Jamie Smith","Becky Zeng","","Nathan Grace Real Estate","Henderson Real Estates","Newberry","11395","Drive"
"13066052","1750","2","0","3","6969.6","False","1994","75035","2014-12-15","1417","18","1","Less Than .5 Acre (not Zero)","Kathi Stefanu","James W. Fomby Abr","","Keller Williams Frisco Stars","RE/MAX Dallas Suburbs","Monticello","6102","Drive"
"13070846","1750","2","0","3","8712","False","1995","75035","2014-12-31","2215","11","1","","Lisa Davido","Lisa Davido","","Bean Town Incorporated","Bean Town Incorporated","Enmore","9701","Lane"
"13075277","1750","2","1","4","4835.16","False","2004","75070","2015-01-08","2191","67","2","","Gerald Alan Bushnell","Gerry Bushnell","","Ace Realty, Inc","Ace Realty, Inc","Temecula Creek","3913","Trail"
"13079657","1750","2","0","3","","False","2003","75070","2015-01-16","2176","28","1","Less Than .5 Acre (not Zero)","Angela Renee Gamache","George A. Herring Abr","","Ebby Halliday, REALTORS Frisco","RE/MAX Dallas Suburbs","Red Bluff","6912","Drive"
"13081431","1750","2","1","3","","False","2010","75070","2015-01-20","2514","16","2","Less Than .5 Acre (not Zero)","Ryan Gehris","Ryan Gehris","","USRealty.com, LLP","USRealty.com, LLP","Dove Tail","7013","Drive"
"13082027","1750","2","0","3","6969.6","False","1993","75035","2015-01-20","1785","24","1","","Sam Shao","Sam Shao","","31 Realty, LLC","31 Realty, LLC","Birmingham","10612","Drive"
"13082573","1750","2","1","4","8276.4","False","2004","75070","2015-01-21","2287","30","2","Less Than .5 Acre (not Zero)","John Ellig","Laxmi Tummala","","RE/MAX DFW Associates","RE/MAX DFW Associates","Meadow Rue","9701","Drive"
"13083704","1750","2","1","3","2178","False","2006","75070","2015-01-23","2219","20","2","","Bruce Umstead","Robert Brown","","Halo Group Realty, LLC","Bob Brown Realty LLC","Stargazer","8932","Drive"
"13088664","1750","2","1","4","9147.6","False","2006","75070","2015-02-02","2249","41","2","Less Than .5 Acre (not Zero)","Christopher Ohlig","Jamuna Thill","","Ohlig Group Realty","Halo Group Realty, LLC","Auger","1401","Place"
"13089007","1750","2","1","4","6534","False","1995","75035","2015-02-03","2327","50","2","","Marjorie D Wagner","Marjorie D Wagner","","Premier Realty Service #355","Premier Realty Service #355","Wharf","8112","Street"
"13092295","1750","2","1","4","5227.2","False","2004","75070","2015-02-09","2260","56","2","Less Than .5 Acre (not Zero)","Julie A. Leeds","Julie A. Leeds","","Century 21 Judge Fite Mgmt. Co","Century 21 Judge Fite Mgmt. Co","Lonesome Spur","8012","Trail"
"13093336","1750","2","0","4","","False","2004","75070","2015-02-13","1868","51","1","Less Than .5 Acre (not Zero)","Dylan Thomas Palmer","Daniel D. Harker Abr","","Keller Williams Realty DPR","Keller Williams Realty DPR","George Bush","9812","Drive"
"13100807","1750","2","1","4","6534","False","1994","75035","2015-02-24","2143","66","2","","Manish Bhardwaj","Evelyn Wang","","New World Realty","American Propertunity LLC","Decatur","6213","Court"
"13102011","1750","2","0","3","8276.4","False","1997","75035","2015-03-02","1836","54","1","Less Than .5 Acre (not Zero)","Brent Nelms","Jennifer Mcmichael","","RE/MAX Cross Country","Ebby Halliday, REALTORS Frisco","Woodland","11801","Way"
"13108175","1750","2","0","3","7405.2","False","1998","75035","2015-03-10","1826","18","1","Less Than .5 Acre (not Zero)","Malcolm Smith","Malcolm Smith","","RE/MAX DFW Associates","RE/MAX DFW Associates","Queens","10080","Road"
"13109790","1750","2","1","3","5662.8","False","2006","75035","2015-03-13","2354","80","2","Less Than .5 Acre (not Zero)","Kathi Stefanu","Swapnil Sharma","","Keller Williams Frisco Stars","RE/MAX DFW Associates","Rankin","10956","Drive"
"13113034","1750","2","1","3","2613.6","False","2005","75035","2015-03-18","1939","24","2","","Sharmale Allen","Sharmale Allen","","Summit Realty Group","Summit Realty Group","Wake Bridge","9866","Drive"
"13114769","1750","2","1","3","6534","False","2006","75035","2015-03-21","2354","39","2","Less Than .5 Acre (not Zero)","Sana Ahmad","Ram Mohan Madireddy","","Trend Setter Realty","SUMMIT REALTORS","Cleburne","13231","Drive"
"13119240","1750","2","0","4","7187.4","False","2010","75070","2015-03-28","2038","2","1","Less Than .5 Acre (not Zero)","Non-Mls Member","George A. Herring Abr","","NON MLS","RE/MAX Dallas Suburbs","Flat Creek","10409","Trail"
"13120024","1750","2","0","3","6926.04","False","2004","75035","2015-03-31","1944","15","1","Less Than .5 Acre (not Zero)","Katherine Mcgaughey","James Shaw","","Bob Brown Realty LLC","Novus Real Estate","Stephenville","11645","Drive"
"13123297","1750","2","1","3","4791.6","False","2005","75070","2015-04-01","2136","41","1","","Jana Kay Carmichael","Ben A. Garcia","","Owens Realtors","Real Property Management DFW","Reston","2109","Drive"
"13127943","1750","2","0","3","5662.8","False","2005","75070","2015-04-09","2018","6","1","","Becky Zeng","Becky Zeng","","Henderson Real Estates","Henderson Real Estates","Fenway","9413","Drive"
"13139788","1750","2","0","4","6098.4","False","2006","75035","2015-04-29","2064","58","1","Less Than .5 Acre (not Zero)","Shelly Wiginton","Ram Konara","","CEDA REALTY","StarPro Realty Inc.","Rankin","10851","Drive"
"13142415","1750","2","0","3","","False","2006","75070","2015-05-02","2343","34","2","","Rodney Haggard","Rodney Haggard","","Fairview Development Inc.","Fairview Development Inc.","Timber Wagon","9609","Drive"
"13144829","1750","2","0","3","6403.32","False","2004","75035","2015-05-08","1894","27","1","Less Than .5 Acre (not Zero)","Dana Smith","Wendy Hulkowich","","Ebby Halliday, REALTORS","RE/MAX DFW Associates","Del Rio","12032","Drive"
"13145496","1750","2","0","3","","False","1993","75035","2015-05-05","1860","13","1","","Missie Craig","Jim M. Ellis Abr Crs Gri","","JP & Associates,REALTORS Frisc","Keller Williams Realty Plano","STEAMERS","8208","Lane"
"13146883","1750","2","0","3","8276.4","False","2002","75035","2015-05-07","1871","14","1","Less Than .5 Acre (not Zero)","Nyla N. Kazi","Cindy Baglietto","","Elite Texas Properties","Keller Williams Frisco Stars","Highpoint","7990","Ridge"
"13147158","1750","2","1","3","","False","2005","75070","2015-05-07","2446","36","2","","Lindsey Knight","Pei-Wen Ting","","Keller Williams Realty Plano","Grand Ark LLC","Elk Mountain","8200","Trail"
"13148880","1750","2","0","3","6969.6","False","2005","75035","2015-05-15","1715","5","1","","Barbara Trumbull","Barbara Trumbull","","Keller Williams Frisco Stars","Keller Williams Frisco Stars","Stephenville","11923",""
"13149367","1750","2","0","3","7405.2","False","1996","75035","2015-05-19","1860","43","1","Less Than .5 Acre (not Zero)","Paul Gititu","Paul Gititu","","Serene Heights LLC.","Serene Heights LLC.","Amber Valley","11801","Drive"
"13153225","1750","3","0","4","4268.88","False","2002","75035","2015-05-17","2157","39","2","","Michael Mccoy","Michael Mccoy","","Berkshire HathawayHS Worldwide","Berkshire HathawayHS Worldwide","Richmond","7182","Drive"
"13156889","1750","2","0","3","5227.2","False","2004","75070","2015-05-22","1916","51","1","Less Than .5 Acre (not Zero)","Ruben Vazquez","Cody Longmire","","Keller Williams Frisco Stars","RE/MAX Town & Country","Carmel Mountain","4204","Drive"
"13161060","1750","2","0","4","5662.8","False","2005","75070","2015-05-30","1873","9","1","","Katie Rivera","Paul N. Dong","","Keller Williams Frisco Stars","Sunet Group","Vista Verde","3609","Trail"
"13165342","1750","2","0","3","6098.4","False","1999","75025","2015-06-04","1844","14","1","Less Than .5 Acre (not Zero)","Benny Dinsmore","Cindy Baglietto","","Coldwell Banker Res. Frisco","Keller Williams Frisco Stars","Anns","9612","Way"
"13165850","1750","2","0","4","10018.8","False","2007","75070","2015-06-22","1950","9","1","Less Than .5 Acre (not Zero)","Steven E. Craven Epro Gri Crs Sfr","Steven E. Craven Epro Gri Crs Sfr","","RE/MAX DFW Associates","RE/MAX DFW Associates","Water Tree","9608","Drive"
"13172566","1750","2","0","3","3920.4","False","2006","75035","2015-06-15","2110","69","2","","Allena Sazmand","Joel Betancourth","","WILLIAM DAVIS REALTY","Klutts Real Estate","Park Garden","9248","Drive"
"13174551","1750","2","1","3","","False","2007","75070","2015-06-17","2522","6","2","","Alison L. Luke","Keren Bar Haim","","Keller Williams Realty Plano","Richardson Realty","Cotton Seed","6805",""
"13174748","1750","3","0","3","0","False","2003","75070","2015-06-17","2394","42","2","Less Than .5 Acre (not Zero)","Rhonda Hathaway","Rhonda Hathaway","","ONEprop","ONEprop","TEMECULA CREEK","4408","Trail"
"13176441","1750","2","0","4","6098.4","False","1993","75035","2015-06-19","1693","6","1","","Rebecca Camacho","Becky Zeng","","Keller Williams Realty Plano","Henderson Real Estates","Montgomery","6204","Drive"
"13181293","1750","2","0","4","5662.8","False","2006","75070","2015-06-28","2229","25","1","","Lisa Williams","Lisa Williams","","Keller Williams Realty DPR","Keller Williams Realty DPR","Pleasant Valley","7800","Trail"
"13185246","1750","2","0","4","6098.4","False","1993","75035","2015-07-03","2000","11","1","Less Than .5 Acre (not Zero)","Non-Mls Member","James T. Glynn","","NON MLS","JG Real Estate, LLC","Jackson","10800","Lane"
"13190841","1750","2","0","3","6534","False","2011","75070","2015-07-08","1873","8","1","Less Than .5 Acre (not Zero)","Julie A. Leeds","Julie A. Leeds","","Century 21 Judge Fite Mgmt. Co","Century 21 Judge Fite Mgmt. Co","Los Rios","220","Drive"
"13193670","1750","2","0","3","6098.4","False","2006","75035","2015-07-12","1895","39","1","","Rebecca Danielle Lewis","Soonyeong Wong","","Coldwell Banker Res. Frisco","Engvest Commercial Realty, LLC","Brownwood","11920","Drive"
"13194594","1750","2","0","4","13068","False","2005","75070","2015-07-13","2178","16","1","","Deion Paul Clark","Jessica Sun","","Halo Group Realty, LLC","Eastar, REALTORS","Copper Ridge","3500","Drive"
"13197664","1750","2","1","3","2613.6","False","2005","75035","2015-07-17","1939","45","2","Condo/Townhome Lot","Andrea T. Fowler","Tonya Peek Abr Gri","","Keller Williams Realty DPR","Ebby Halliday, REALTORS Frisco","Wake Bridge","10019","Drive"
"13203851","1750","3","0","4","4791.6","False","2005","75070","2015-07-27","2789","3","2","","Susan Helms","Anand Raghavendran","","Fathom Realty, LLC","Beam Real Estate, LLC","Coolidge","10204","Drive"
"13208701","1750","2","0","3","7405.2","False","1996","75035","2015-07-31","1819","10","1","Less Than .5 Acre (not Zero)","Raymond H. Sanchez","Alan Adams","","Reno Group Realty","Ai Group Realty","Sunrise","11313","Lane"
"13209156","1750","2","0","3","6534","False","1997","75035","2015-08-02","1760","20","1","Less Than .5 Acre (not Zero)","Lucy Turner","Jun Wang","","Keller Williams Frisco Stars","DFW Home","Cambridge","10079","Drive"
"13217378","1750","2","0","3","5662.8","False","2003","75070","2015-08-12","1614","19","1","","James W. Fomby Abr","James W. Fomby Abr","","RE/MAX Dallas Suburbs","RE/MAX Dallas Suburbs","Carter","9909","Drive"
"13223858","1750","2","0","3","11761.2","False","2005","75035","2015-08-26","1883","29","1","Less Than .5 Acre (not Zero)","Barbara Trumbull","Barbara Trumbull","","Keller Williams Frisco Stars","Keller Williams Frisco Stars","Stanhope","9501","Drive"
"13224663","1750","3","1","4","4356","False","2003","75035","2015-08-24","2040","15","2","Zero Lot","Marilu Gonzalez","David Dai","","Fathom Realty","Eastar, REALTORS","DANBRIDGE","7348","Lane"
"13224735","1750","3","0","3","7840.8","False","2000","75025","2015-08-25","3150","70","2","","Lisa Bloskas","Srinivas Chidurala","","Ebby Halliday, REALTORS Frisco","Citiwide Alliance Realty","Daystar","9413","Drive"
"13225423","1750","2","0","4","6098.4","False","2004","75070","2015-08-25","2110","8","1","","Kelly Bray","Wenqing (Wendy) Huang","","Keller Williams Realty Plano","American Propertunity LLC","Red Bluff","6937","Drive"
"13225535","1750","2","0","3","6098.4","False","2003","75070","2015-08-28","1916","45","1","Less Than .5 Acre (not Zero)","Angela Bao","Angela Bao","","DFW iRealty LLC","DFW iRealty LLC","Twin Oaks","8108","Drive"
"13225554","1750","2","1","3","0","False","2000","75035","2015-08-27","2095","21","2","Less Than .5 Acre (not Zero)","Courtney Barrett","Sanjay Joshi","","Ebby Halliday, REALTORS Frisco","Classik Management Co","Still Hollow","11151","Drive"
"13227645","1750","2","0","3","5662.8","False","2000","75035","2015-08-28","2078","13","2","Less Than .5 Acre (not Zero)","Helen Ford","Randy Hughes","","WILLIAM DAVIS REALTY","RE/MAX Dallas Suburbs","Newberry","11330","Drive"
"13228302","1750","2","0","3","6969.6","False","2005","75035","2015-08-31","1715","11","1","","Barbara Trumbull","Barbara Trumbull","","Keller Williams Frisco Stars","Keller Williams Frisco Stars","Stephenville","11923",""
"13229481","1750","2","0","3","6534","False","1996","75035","2015-09-01","2091","21","1","Less Than .5 Acre (not Zero)","Emily Harenda","Tong Cai","","Keller Williams Realty Plano","DFW Home","Mallory","10011","Drive"
"13231132","1750","2","0","3","6534","False","2007","75035","2015-09-02","1883","24","1","Less Than .5 Acre (not Zero)","Joel Smart","Kathy Webster","","Ebby Halliday, REALTORS","Collin County Land Company","Balez","12860","Drive"
"13233223","1750","2","0","3","4356","False","2004","75035","2015-09-05","1896","59","1","","Mary Carlino","Joe Iley","","Keller Williams Realty Plano","Mission Real Estate Group","Glasshouse","7633","Walk"
"13233724","1750","2","0","3","6098.4","False","2007","75035","2015-09-08","1883","22","1","","Mila Yakhnis","Pughazhendi Narendran","","Keller Williams Realty DPR","Beam Real Estate, LLC","Everson","9757","Drive"
"13235980","1750","2","1","3","4356","False","2001","75035","2015-09-10","2004","67","2","Less Than .5 Acre (not Zero)","Sheryl Aguillard","Li Wang","","Keller Williams Realty Plano","DFW Home","Still Hollow","11354","Drive"
"13237655","1750","2","0","3","6534","False","2011","75070","2015-09-14","1873","25","1","Less Than .5 Acre (not Zero)","Heather Hall","Julie A. Leeds","","Keller Williams Realty Allen","Century 21 Judge Fite Mgmt. Co","Los Rios","220","Drive"
"13241796","1750","2","0","3","9147.6","False","1997","75035","2015-09-18","1725","4","1","Less Than .5 Acre (not Zero)","Pauline Gounden","Fred Villa","","CORT Business Services Corp.","RE/MAX DFW Associates","Sonoma Valley","7703","Drive"
"13247679","1750","2","0","4","6098.4","False","2006","75035","2015-09-26","2064","18","1","","Gibran Cobos","Sridhar Ravilla","","Keller Williams Frisco Stars","Elite Texas Properties","Keathley","10537","Drive"
"13252214","1750","2","0","3","6098.4","False","1999","75035","2015-10-05","1890","14","1","Less Than .5 Acre (not Zero)","Dee Dee Dahlberg","Detian Cao","","Keller Williams Central","DTC Realty of America LLC","Plantation","6458","Lane"
"13258020","1750","2","0","3","6098.4","False","2004","75035","2015-10-16","1922","40","1","","Robyn Heathcock","Robyn Heathcock","","Keller Williams Realty DPR","Keller Williams Realty DPR","Henderson","11330","Drive"
"13271496","1750","2","0","3","6534","False","2001","75025","2015-11-05","1851","18","1","","George Herring","George Herring","","RE/MAX Dallas Suburbs","RE/MAX Dallas Suburbs","Paradise Valley","3125","Drive"
"13115866","1760","2","0","4","6098.4","False","2007","75035","2015-03-24","2073","22","1","","Benjamin Charles Gross","Mike Ciaccio Jr","","Rogers Healy and Associates","Rogers Healy and Associates","Balez","12887","Drive"
"13152757","1760","2","0","3","","False","2003","75070","2015-05-16","2063","67","1","Less Than .5 Acre (not Zero)","Shannon Patterson","Shuwen Cai","","Keller Williams N. Collin Co.","CENTURY 21 Judge Fite Co.","Pierce","9804","Drive"
"13221937","1760","2","0","4","5662.8","False","2006","75070","2015-08-19","2229","10","1","","Stacy Marie Gauthier","Sue W. Yeh","","Coldwell Banker Residential","Greenwood & Associates US LLC","Vista Verde","3612","Trail"
"13059754","1775","2","1","3","4791.6","False","2009","75070","2014-11-28","2136","42","2","Less Than .5 Acre (not Zero)","Brian Patrick","Brian Patrick","","Superior Realty LLC","Superior Realty LLC","Cochron","10504","Drive"
"13068229","1775","2","0","3","4356","False","2003","75035","2014-12-19","1625","57","2","","Patricia A. Thibeaux, Bpor","Patricia A. Thibeaux, Bpor","","Patricia  Thibeaux","Patricia  Thibeaux","Saddlehorn","7434","Drive"
"13086857","1775","2","0","3","7405.2","False","1996","75035","2015-01-29","1806","41","1","","Jenny Dowdy","Patricia A. Thibeaux, Bpor","","Keller Williams Frisco Stars","Patricia  Thibeaux","Ambergate","10816","Lane"
"13148676","1775","4","0","5","3920.4","False","2002","75035","2015-05-13","2417","59","2","Less Than .5 Acre (not Zero)","Non-Mls Member","James T. Glynn","","NON MLS","JG Real Estate, LLC","Fountainbridge","11535","Drive"
"13226777","1775","2","1","3","4791.6","False","2005","75070","2015-08-27","2136","30","2","","Monu Isaac","Becky Zeng","","Beam Real Estate, LLC","Henderson Real Estates","Coolidge","10109","Drive"
"13233324","1775","3","0","4","6534","False","2004","75070","2015-09-05","2366","27","2","Less Than .5 Acre (not Zero)","Arunesh Vivek","Mukesh Parna","","Beam Real Estate, LLC","VP Realty Services","Saw Dust","9513","Drive"
"13258231","1775","2","0","3","6969.6","False","1996","75035","2015-10-14","1868","40","1","","Candice Brumbelow","Victoria Chandler","","RE/MAX DFW Associates","Progress Residential Prop Mana","Camelot","10705","Drive"
"13268415","1775","2","0","3","9583.2","False","2000","75035","2015-11-02","2290","17","1","Less Than .5 Acre (not Zero)","Jann Lenzer","Linda Schilz","","Joe Cloud & Associates","ONEprop","Tara","6318","Lane"
"13186422","1780","2","1","3","3920.4","False","2002","75035","2015-07-06","2100","19","2","Less Than .5 Acre (not Zero)","Non-Mls Member","Jenny Yang","","NON MLS","DFW Home","Fountainbridge","11289","Drive"
"13121300","1784","2","0","3","1390478.76","True","1998","75025","2015-04-01","1399","45","1","","Sharron M. Elliott","Sharron M. Elliott","","Dallas Luxury Realty","Dallas Luxury Realty","Custer","9601","Road"
"13122492","1790","2","0","3","6534","False","1997","75035","2015-04-03","2255","9","1","","Jennifer Lynn Harris","Heping Dai","","Nathan Grace Real Estate, LLC","First Texas REALTORS","Belfort","9909","Drive"
"13155804","1790","2","0","4","6534","False","2010","75070","2015-05-21","2045","17","1","Less Than .5 Acre (not Zero)","Jessica Devenny","Shu-Hueii Kuo Wolfe","","Keller Williams Realty Allen","Virginia Cook, REALTORS","Sleepy Hollow","9604","Drive"
"13208880","1790","2","0","3","3920.4","False","2004","75035","2015-08-01","1956","27","1","Less Than .5 Acre (not Zero)","Denise Humphrey","Frank Hwang","","RE/MAX Dallas Suburbs","Marie & Marcus Group","Saint Stephens","7496","Square"
"12080576","1795","2","0","3","6098.4","False","2012","75070","2014-01-23","2024","42","1","","Dave Davis","Dave Davis","","WILLIAM DAVIS REALTY FRISCO","WILLIAM DAVIS REALTY FRISCO","Golden Bear","1001","Lane"
"13030446","1795","2","0","3","7405.2","False","1994","75035","2014-10-02","2120","64","1","Less Than .5 Acre (not Zero)","Antoinette Baransi","Antoinette Baransi","","Virginia Cook, REALTORS","Virginia Cook, REALTORS","Danbury","9861","Drive"
"13039180","1795","2","1","3","5662.8","False","2008","75070","2014-10-18","2452","95","2","","Stephanie Gibbons","Rhonda Hathaway","","Coldwell Banker Res. Frisco","ONEprop","Mystic Dunes","9616","Drive"
"13045590","1795","3","0","4","7405.2","False","2004","75035","2014-11-03","2607","64","2","","Susan Elizabeth Chester","John C. Conlee","","RE/MAX DFW Associates","Legacy Realty & Management","Snyder","11637","Drive"
"13049953","1795","2","0","3","8276.4","False","1997","75035","2014-11-07","1806","7","1","","Chris Digino","Yao Chen","","RE/MAX North Central","DFW Home","Naples","7514","Lane"
"13052695","1795","2","1","4","6098.4","False","1994","75035","2015-01-08","2340","136","2","Less Than .5 Acre (not Zero)","Joyce Crane","Rene Burchell Abr","","Dallas Dream Realty","Keller Williams Realty Plano","Bay","8104","Street"
"13058321","1795","2","1","3","3920.4","False","2000","75035","2014-11-24","1842","47","2","","John P Joy","John P Joy","","WILLIAM DAVIS REALTY","WILLIAM DAVIS REALTY","Olivia","8517","Street"
"13059378","1795","2","1","4","6534","False","2011","75035","2014-11-26","2617","79","2","","Joel Eluid Ake","Jake Southall","","First Avenue Realty","First Avenue Realty","Sewanee","13072","Drive"
"13060407","1795","2","1","4","7840.8","False","2006","75035","2014-12-01","2547","35","2","Less Than .5 Acre (not Zero)","Elizabeth Lober","Jason Falcon","","Parkview Realty Associates","Leap Property Management","Gardendale","12732","Drive"
"13062453","1795","2","0","3","7405.2","False","1995","75035","2014-12-05","1786","16","1","Less Than .5 Acre (not Zero)","Nicolina Barnes","Carissa Acker","","KELLER WILLIAMS REALTY DENTON","KELLER WILLIAMS REALTY DENTON","Preston Vineyard","10900","Drive"
"13064028","1795","3","1","4","6969.6","False","2004","75035","2014-12-09","3182","9","2","Less Than .5 Acre (not Zero)","Stephanie Richey","Suzanne Athey Crs Gri","","Private Label Realty","RE/MAX Dallas Suburbs PM","Emilie","7831","Lane"
"13065687","1795","2","0","3","4791.6","False","2006","75035","2014-12-07","1896","32","1","","John E. Powell Abr Crs","Nick Lianos","","Keller Williams Realty Plano","ONEprop","Southmark","7888","Drive"
"13068318","1795","2","0","4","7405.2","False","1999","75035","2014-12-20","2425","16","2","Less Than .5 Acre (not Zero)","Rebecca Cucovatz","Sirish Poondla","","Legacy Premier Group","WILLIAM DAVIS REALTY FRISCO","Tree Shadow","10917","Lane"
"13068594","1795","2","0","3","7405.2","False","2003","75035","2014-12-22","2098","8","1","","Ryan Kirkpatrick","Jan Leathers","","Covenant Realty Corp","Jan Leathers Realty","Highpoint","7966","Ridge"
"13070607","1795","2","1","4","6098.4","False","2005","75070","2014-12-30","2454","6","2","Less Than .5 Acre (not Zero)","Neel Joshi","James T. Glynn","","Keller Williams Frisco Stars","JG Real Estate, LLC","Brenden","10249","Drive"
"13074290","1795","2","0","4","","False","2007","75070","2015-01-07","2405","16","1","Less Than .5 Acre (not Zero)","Alex Bortniker","Stanley Han","","SWL Realty LLC","ProLead Realty Group","Laughing Waters","8616","Trail"
"13086918","1795","2","0","4","6534","False","2011","75070","2015-01-29","2045","36","1","","Phil Tibbals","Lynn Schlitzer","","RE/MAX Dallas Suburbs","DFW Home","Double Eagle","217","Drive"
"13098082","1795","2","0","3","8276.4","False","1996","75025","2015-02-18","1984","9","1","","Jody Keenan","San Srivastava","","Keller Williams Frisco Stars","New World Realty","Norman","9204","Drive"
"13099387","1795","2","0","3","6098.4","False","2011","75070","2015-02-19","2014","41","1","Less Than .5 Acre (not Zero)","Alan L. Ravkind","Dharanesha Halliyur","","Ambiance Realty","Ambiance Realty","Golden Bear","801","Lane"
"13103584","1795","2","1","3","6534","False","2006","75070","2015-03-02","2666","24","1","","Christopher A. Dietz","Christopher A. Dietz","","Silberman Realty","Silberman Realty","Carmel Mountain","3500","Drive"
"13106961","1795","2","0","3","6969.6","False","1994","75035","2015-03-07","2120","84","1","","Kerry Zamora","Grace Choi","","Century 21 Mike Bowman, Inc.","Platinum Realty Services","King Arthur","7773","Road"
"13108595","1795","2","0","3","6534","False","1992","75035","2015-03-11","2222","35","1","Less Than .5 Acre (not Zero)","Anastasia Riley","Viren Shah","","Ebby Halliday, REALTORS Frisco","VP Realty Services","Napa Valley","10208","Drive"
"13113023","1795","2","1","4","6534","False","2004","75070","2015-03-18","2316","49","2","","Donald Younger","Donald Younger","","AH4R Management-Tx, LLC","AH4R Management-Tx, LLC","Hedge Bell","9836","Drive"
"13113307","1795","2","1","3","8276.4","False","2007","75035","2015-03-19","2354","40","2","Less Than .5 Acre (not Zero)","Janice L. Smith","Holly A. Barnes","","DallasRelo, Inc.","Leap Property Management","Dartmouth","9987","Drive"
